item_code,item_name,manufacturer_id,manufacturer_name,category_1,category_2,volume_value,volume_unit,standard_volume,default_pack_qty,difficulty_tier,benchmark_speed_hr
ITM-0433,아이비 아몬드 크래커,MFG-002,해태제과,과자,비스킷/쿠키,,178,178,16,중난이도 (16~31개),180.0
ITM-0434,허니버터 콰트로치즈,MFG-002,해태제과,과자,스낵,,96,96,12,저난이도 (16개 미만),496.6
ITM-0435,홈런볼 초코 벌크,MFG-002,해태제과,과자,스낵,,128,128,13,저난이도 (16개 미만),449.1
ITM-0436,홈런볼 초코,MFG-002,해태제과,과자,스낵,,46,46,30,중난이도 (16~31개),420.0
ITM-0437,딸기 웨하스,MFG-006,크라운제과,과자,비스킷/쿠키,,50,50,40,고난이도 (32개 이상),380.3
ITM-0438,크림 웨하스,MFG-006,크라운제과,과자,비스킷/쿠키,,50,50,40,고난이도 (32개 이상),393.5
ITM-0439,오예스 미니,MFG-002,해태제과,과자,비스킷/케이크,,192,192,12,저난이도 (16개 미만),355.6
ITM-0440,미니 자유시간,MFG-002,해태제과,과자,초콜릿,,180,180,12,저난이도 (16개 미만),420.0
ITM-0441,홈런볼 소금우유,MFG-002,해태제과,과자,스낵,,49,49,30,중난이도 (16~31개),425.2
ITM-0442,화이트 엔젤큐티 슈,MFG-002,해태제과,과자,초콜릿,,27,27,36,고난이도 (32개 이상),290.3
ITM-0443,자유시간들,MFG-002,해태제과,과자,스낵,,60,60,80,고난이도 (32개 이상),500.0
ITM-0444,자유시간 아몬드,MFG-002,해태제과,과자,초콜릿,,36,36,144,고난이도 (32개 이상),545.5
ITM-0445,오리지날 크래커,MFG-002,해태제과,과자,비스킷/쿠키,,172,172,18,중난이도 (16~31개),399.5
ITM-0446,수출 오감자,MFG-005,오리온,과자,스낵,,50,50,16,중난이도 (16~31개),180.0
ITM-0447,수출 왕고래 뽁음,MFG-003,기타제조사,기타,기타,,56,56,24,중난이도 (16~31개),450.0
ITM-0448,마이구미 포도,MFG-005,오리온,과자,젤리/캔디,,66,66,40,고난이도 (32개 이상),424.8
ITM-0449,후렌치파이 사과,MFG-002,해태제과,과자,비스킷/쿠키,,192,192,12,저난이도 (16개 미만),372.0
ITM-0450,후렌치파이 딸기,MFG-002,해태제과,과자,비스킷/쿠키,,192,192,12,저난이도 (16개 미만),362.3
ITM-0451,롤리폴리 초코,MFG-002,해태제과,과자,스낵,,62,62,16,중난이도 (16~31개),180.0
ITM-0452,마이쮸 딸기,MFG-006,크라운제과,과자,젤리/캔디,,44*15,44*15,8,저난이도 (16개 미만),457.1
ITM-0453,마이쮸 포도,MFG-006,크라운제과,과자,젤리/캔디,,44*15,44*15,56,고난이도 (32개 이상),428.9
ITM-0454,마이쮸 사과,MFG-006,크라운제과,과자,젤리/캔디,,44*15,44*15,8,저난이도 (16개 미만),440.0
ITM-0455,새콤달콤 딸기,MFG-006,크라운제과,과자,젤리/캔디,,29*15,29*15,31,중난이도 (16~31개),436.6
ITM-0456,뽀또치즈 타르트,MFG-006,크라운제과,과자,비스킷/쿠키,,322,322,12,저난이도 (16개 미만),448.1
ITM-0457,화이트화임,MFG-003,기타제조사,기타,기타,,47,47,21,중난이도 (16~31개),350.0
ITM-0458,쿠쿠다스 화이트,MFG-003,기타제조사,기타,기타,,77,77,18,중난이도 (16~31개),420.5
ITM-0459,카라멜콘 메이플,MFG-006,크라운제과,과자,스낵,,74,74,16,중난이도 (16~31개),478.0
ITM-0460,콘치즈 크림치즈,MFG-003,기타제조사,기타,기타,,66,66,18,중난이도 (16~31개),409.1
ITM-0461,고향만두 야채(중),MFG-012,해태제과식품,냉동식품,만두,,567,567,10,저난이도 (16개 미만),348.5
ITM-0462,고향만두 야채(대),MFG-012,해태제과식품,냉동식품,만두,,1350,1350,6,저난이도 (16개 미만),391.3
ITM-0463,고향만두 김치,MFG-012,해태제과식품,냉동식품,만두,,450,450,12,저난이도 (16개 미만),326.9
ITM-0464,고향만두 잡채,MFG-012,해태제과식품,냉동식품,만두,,600,600,12,저난이도 (16개 미만),363.2
ITM-0465,칼로리 바란스 치즈,MFG-002,해태제과,과자,체중조절용/비스킷,,76,76,30,중난이도 (16~31개),392.3
ITM-0466,신쫄이 딸기맛,MFG-002,해태제과,과자,젤리/캔디,,24,24,120,고난이도 (32개 이상),486.4
ITM-0467,신쫄이 레몬콜라맛,MFG-002,해태제과,과자,젤리/캔디,,24,24,120,고난이도 (32개 이상),477.1
ITM-0468,신쫄이 사과맛,MFG-002,해태제과,과자,젤리/캔디,,24,24,120,고난이도 (32개 이상),469.1
ITM-0469,쌕쌕 오렌지,MFG-003,기타제조사,기타,기타,,238,238,72,고난이도 (32개 이상),505.3
ITM-0470,트레비(레몬),MFG-008,롯데칠성음료,음료,청량음료,,500,500,6,저난이도 (16개 미만),496.6
ITM-0471,트레비(라임),MFG-008,롯데칠성음료,음료,청량음료,,500,500,6,저난이도 (16개 미만),496.6
ITM-0472,트레비(플레인),MFG-008,롯데칠성음료,음료,청량음료,,500,500,20,중난이도 (16~31개),496.8
ITM-0473,크림몽쉘,MFG-003,기타제조사,기타,기타,,408,408,8,저난이도 (16개 미만),428.6
ITM-0474,초코파이 녹차,MFG-005,오리온,과자,비스킷/케이크,,336,336,8,저난이도 (16개 미만),483.3
ITM-0475,자일리톨 아이스민트,MFG-001,롯데웰푸드,과자,껌,,100,100,24,중난이도 (16~31개),430.8
ITM-0476,자일리톨 애플민트,MFG-001,롯데웰푸드,과자,껌,,100,100,24,중난이도 (16~31개),423.5
ITM-0477,자일리톨 알파 알로에베라,MFG-001,롯데웰푸드,과자,껌,,86,86,24,중난이도 (16~31개),428.6
ITM-0478,엄마손파이(대),MFG-003,기타제조사,기타,기타,,254,254,10,저난이도 (16개 미만),416.7
ITM-0479,롯데 파인애플 벌크,MFG-003,기타제조사,기타,기타,,315,315,12,저난이도 (16개 미만),480.0
ITM-0480,말랑카우 딸기,MFG-001,롯데웰푸드,과자,젤리/캔디,,79,79,20,중난이도 (16~31개),509.3
ITM-0481,칙촉벌크,MFG-001,롯데웰푸드,과자,비스킷/쿠키,,180,180,16,중난이도 (16~31개),180.0
ITM-0482,야채크래커 벌크,MFG-001,롯데웰푸드,과자,비스킷/쿠키,,249,249,12,저난이도 (16개 미만),420.0
ITM-0483,카카오 몽쉘,MFG-003,기타제조사,기타,기타,,408,408,16,중난이도 (16~31개),180.0
ITM-0484,청포도 캔디,MFG-001,롯데웰푸드,과자,젤리/캔디,,153,153,16,중난이도 (16~31개),566.4
ITM-0485,꼬깔콘 군옥수수(소),MFG-001,롯데웰푸드,과자,비스킷/쿠키,,67,67,12,저난이도 (16개 미만),439.0
ITM-0486,꼬깔콘 매콤달콤(소),MFG-001,롯데웰푸드,과자,비스킷/쿠키,,67,67,12,저난이도 (16개 미만),439.0
ITM-0487,화이트쿠키 빼빼로,MFG-001,롯데웰푸드,과자,초콜릿/비스킷,,128,128,37,고난이도 (32개 이상),609.7
ITM-0488,쫄병스낵 매콤한맛,MFG-009,농심,과자,스낵,,82,82,30,중난이도 (16~31개),473.7
ITM-0489,쫄병스낵 안성탕면맛,MFG-009,농심,과자,스낵,,77,77,30,중난이도 (16~31개),463.6
ITM-0490,닭다리 후라이드,MFG-009,농심,과자,스낵,,66,66,20,중난이도 (16~31개),417.8
ITM-0491,닭다리 핫술불바베큐,MFG-003,기타제조사,기타,기타,,66,66,20,중난이도 (16~31개),444.4
ITM-0492,먹태깡 청양마요맛,MFG-009,농심,과자,스낵,,60,60,16,중난이도 (16~31개),533.3
ITM-0493,홈런볼 소금우유 4번들,MFG-002,해태제과,과자,스낵,,41,41,48,고난이도 (32개 이상),500.0
ITM-0494,초코쿠키 빼빼로,MFG-001,롯데웰푸드,과자,초콜릿/비스킷,,32,32,36,고난이도 (32개 이상),666.2
ITM-0495,초코필드 빼빼로,MFG-001,롯데웰푸드,과자,초콜릿/비스킷,,45,45,48,고난이도 (32개 이상),692.9
ITM-0496,애니타임 레몬,MFG-001,롯데웰푸드,과자,젤리/캔디,,60,60,20,중난이도 (16~31개),507.0
ITM-0497,비타500 비타민D,MFG-004,광동제약,음료,건강음료/한방,,100,100,100,고난이도 (32개 이상),500.0
ITM-0498,비타500 젤리,MFG-004,광동제약,음료,건강음료/한방,,480*10,480*10,5,저난이도 (16개 미만),300.0
ITM-0499,치어팩,MFG-003,기타제조사,기타,기타,,250,250,30,중난이도 (16~31개),450.0
ITM-0500,비타500 ZERO스파클링,MFG-004,광동제약,음료,건강음료/한방,,250,250,24,중난이도 (16~31개),490.9
ITM-0501,비타500 ZERO유자,MFG-004,광동제약,음료,건강음료/한방,,250,250,24,중난이도 (16~31개),600.0
ITM-0502,헛개파워,MFG-004,광동제약,음료,건강음료/한방,,100,100,16,중난이도 (16~31개),180.0
ITM-0503,발효홍삼골드,MFG-003,기타제조사,기타,기타,,100,100,75,고난이도 (32개 이상),482.8
ITM-0504,산삼배양근진액,MFG-003,기타제조사,기타,기타,,100,100,16,중난이도 (16~31개),180.0
ITM-0505,홍삼꿀 D,MFG-003,기타제조사,기타,기타,,100,100,100,고난이도 (32개 이상),500.0
ITM-0506,진홍삼골드,MFG-003,기타제조사,기타,기타,,100,100,16,중난이도 (16~31개),180.0
ITM-0507,복분자,MFG-003,기타제조사,기타,기타,,100,100,55,고난이도 (32개 이상),479.2
ITM-0508,대추쌍화,MFG-004,광동제약,음료,건강음료/한방,,150,150,32,고난이도 (32개 이상),473.6
ITM-0509,옥수수수염차,MFG-004,광동제약,음료,건강음료/한방,,500,500,16,중난이도 (16~31개),180.0
ITM-0510,광동 진한 헛개차,MFG-004,광동제약,음료,차음료,,500,500,16,중난이도 (16~31개),450.6
ITM-0511,밀싹보리차,MFG-010,음료제조사,음료,과채음료/차,,500,500,18,중난이도 (16~31개),535.2
ITM-0512,돼지감자차,MFG-010,음료제조사,음료,과채음료/차,,500,500,20,중난이도 (16~31개),505.3
ITM-0513,애니타임 자두 복숭아,MFG-001,롯데웰푸드,과자,젤리/캔디,,60,60,20,중난이도 (16~31개),510.6
ITM-0514,애니타임 블루마린,MFG-001,롯데웰푸드,과자,젤리/캔디,,60,60,20,중난이도 (16~31개),519.5
ITM-0515,초코파이 바나나,MFG-005,오리온,과자,비스킷/케이크,,336,336,10,저난이도 (16개 미만),784.6
ITM-0516,초코파이 카카오,MFG-005,오리온,과자,비스킷/케이크,,336,336,11,저난이도 (16개 미만),551.6
ITM-0517,몽쉘 카카오,MFG-001,롯데웰푸드,과자,비스킷/케이크,,204,204,16,중난이도 (16~31개),476.8
ITM-0518,몽쉘 오리지날,MFG-001,롯데웰푸드,과자,비스킷/케이크,,204,204,18,중난이도 (16~31개),485.6
ITM-0519,칸초칩,MFG-015,제과제조사,과자,스낵,,95,95,15,저난이도 (16개 미만),450.0
ITM-0520,칸쵸집,MFG-001,롯데웰푸드,과자,비스킷/쿠키,,95,95,15,저난이도 (16개 미만),665.6
ITM-0521,말랑카우 밀크,MFG-001,롯데웰푸드,과자,젤리/캔디,,79,79,20,중난이도 (16~31개),528.3
ITM-0522,구운나초,MFG-003,기타제조사,기타,기타,,26,26,16,중난이도 (16~31개),180.0
ITM-0523,마이쮸 자일리톨 포도,MFG-006,크라운제과,과자,젤리/캔디,,110,110,24,중난이도 (16~31개),487.5
ITM-0524,마이쮸 자일리톨 딸기,MFG-006,크라운제과,과자,젤리/캔디,,110,110,24,중난이도 (16~31개),508.5
ITM-0525,치토스 매콤달콤,MFG-001,롯데웰푸드,과자,스낵,,164,164,12,저난이도 (16개 미만),466.4
ITM-0526,닭다리 스낵,MFG-009,농심,과자,스낵,280,g,280g,12,저난이도 (16개 미만),464.9
ITM-0527,쌍화골드,MFG-004,광동제약,음료,건강음료/한방,,100,100,16,중난이도 (16~31개),180.0
ITM-0528,비타500 ZERO,MFG-004,광동제약,음료,건강음료/한방,,-,-,16,중난이도 (16~31개),180.0
ITM-0529,진한 헛개차,MFG-004,광동제약,음료,건강음료/한방,,-,-,16,중난이도 (16~31개),180.0
ITM-0530,광동 공진단(90환),MFG-004,광동제약,음료,건강음료/한방,,-,-,0,저난이도 (16개 미만),
ITM-0531,광동 공진단(10환)*8,MFG-004,광동제약,음료,건강음료/한방,,-,-,0,저난이도 (16개 미만),
ITM-0532,칸타빌레 오렌지 에이드,MFG-010,음료제조사,음료,과채음료/차,,-,-,50,고난이도 (32개 이상),531.9
ITM-0533,칸타빌레 블랙 아메리카노,MFG-003,기타제조사,기타,기타,,-,-,16,중난이도 (16~31개),180.0
ITM-0534,칸타빌레 사과 에이드,MFG-010,음료제조사,음료,과채음료/차,,-,-,16,중난이도 (16~31개),180.0
ITM-0535,칸타빌레 청포도 에이드,MFG-010,음료제조사,음료,과채음료/차,,-,-,16,중난이도 (16~31개),180.0
ITM-0536,칸타빌레 더블망고 에이드,MFG-010,음료제조사,음료,과채음료/차,,-,-,16,중난이도 (16~31개),180.0
ITM-0537,칸타빌레 딸기 에이드,MFG-010,음료제조사,음료,과채음료/차,,-,-,16,중난이도 (16~31개),180.0
ITM-0538,칸타빌레 헤이즐넛향 아메리카노,MFG-003,기타제조사,기타,기타,,-,-,50,고난이도 (32개 이상),471.7
ITM-0539,칸타빌레 스위트 아메리카노,MFG-016,우일씨앤텍,음료,커피음료,230,ml,230ml,50,고난이도 (32개 이상),437.5
ITM-0540,칸타빌레 블루베리 에이드,MFG-010,음료제조사,음료,과채음료/차,,-,-,16,중난이도 (16~31개),180.0
ITM-0541,카라멜 땅콩,MFG-006,크라운제과,과자,스낵,150,g,150g,14,저난이도 (16개 미만),492.0
ITM-0542,초코 가나슈,MFG-001,롯데웰푸드,과자,초콜릿,,-,-,18,중난이도 (16~31개),490.9
ITM-0543,화이트 하임,MFG-006,크라운제과,과자,비스킷/쿠키,47,g,47g,19,중난이도 (16~31개),498.6
ITM-0544,내맘몰랑 청사과,MFG-018,서주,과자,젤리/캔디,50,g,50g,40,고난이도 (32개 이상),375.0
ITM-0545,내맘몰랑 복숭아,MFG-018,서주,과자,젤리/캔디,50,g,50g,40,고난이도 (32개 이상),370.4
ITM-0546,참 크래커,MFG-006,크라운제과,과자,비스킷/쿠키,280,g,280g,17,중난이도 (16~31개),435.9
ITM-0547,빅파이 딸기,MFG-006,크라운제과,과자,비스킷/쿠키,216,g,216g,12,저난이도 (16개 미만),536.8
ITM-0548,고소한 땅콩샌드,MFG-006,크라운제과,과자,비스킷/쿠키,93,g,93g,17,중난이도 (16~31개),445.0
ITM-0549,쿠쿠다스 커피,MFG-003,기타제조사,기타,기타,,-,-,14,저난이도 (16개 미만),469.2
ITM-0550,치토스 바베큐(소),MFG-003,기타제조사,기타,기타,,-,-,16,중난이도 (16~31개),180.0
ITM-0551,치토스 매콤달콤(소),MFG-003,기타제조사,기타,기타,,-,-,16,중난이도 (16~31개),180.0
ITM-0552,치토스 바베큐(대),MFG-003,기타제조사,기타,기타,,-,-,16,중난이도 (16~31개),180.0
ITM-0553,치토스 매콤달콤(대),MFG-003,기타제조사,기타,기타,,-,-,16,중난이도 (16~31개),180.0
ITM-0554,탕콩강정,MFG-003,기타제조사,기타,기타,,-,-,12,저난이도 (16개 미만),600.0
ITM-0555,예감 오리지널,MFG-005,오리온,과자,스낵,,-,-,20,중난이도 (16~31개),444.4
ITM-0556,포카칩 어니언,MFG-005,오리온,과자,스낵,66,g,66g,18,중난이도 (16~31개),454.0
ITM-0557,포카칩 오리지널,MFG-005,오리온,과자,스낵,66,g,66g,18,중난이도 (16~31개),461.5
ITM-0558,오리온 샌드나,MFG-005,오리온,과자,비스킷/쿠키,77,g,77g,24,중난이도 (16~31개),440.0
ITM-0559,광동 복분자,MFG-004,광동제약,음료,과채/건강음료,100,ml,100ml,70,고난이도 (32개 이상),388.9
ITM-0560,광동 대추쌍화,MFG-004,광동제약,음료,전통차/건강음료,150,ml,150ml,30,중난이도 (16~31개),517.2
ITM-0561,비타500 치어팩,MFG-004,광동제약,음료,건강음료/한방,,-,-,16,중난이도 (16~31개),180.0
ITM-0562,우엉차,MFG-010,음료제조사,음료,과채음료/차,,500,500,24,중난이도 (16~31개),413.1
ITM-0563,딸기 미니웨하스,MFG-006,크라운제과,과자,비스킷/쿠키,150,g,150g,15,저난이도 (16개 미만),409.1
ITM-0564,홈,MFG-003,기타제조사,기타,기타,,-,-,12,저난이도 (16개 미만),360.0
ITM-0565,나랑드 사이다,MFG-011,동아오츠카,음료,탄산음료,1.5,L,1.5L,17,중난이도 (16~31개),536.9
ITM-0566,데미소다 애플,MFG-011,동아오츠카,음료,탄산음료,250,6입 번들,250x6,24,중난이도 (16~31개),395.8
ITM-0567,데미소다 피치,MFG-011,동아오츠카,음료,탄산음료,250,6입 번들,250x6,22,중난이도 (16~31개),369.0
ITM-0568,나랑드사이다 그린애플,MFG-011,동아오츠카,음료,탄산음료,245,6입 번들,245x6,27,중난이도 (16~31개),469.0
ITM-0569,레츠비 모카라떼,MFG-008,롯데칠성음료,음료,커피음료,175,ml,175ml,30,중난이도 (16~31개),359.2
ITM-0570,홈런볼 9팩,MFG-002,해태제과,과자,스낵,414,g,414g,8,저난이도 (16개 미만),335.0
ITM-0571,허니버터칩 콰트로치즈,MFG-002,해태제과,과자,스낵,,-,-,16,중난이도 (16~31개),266.7
ITM-0572,초코빼빼로 벌크,MFG-001,롯데웰푸드,과자,초콜릿/비스킷,180,g,180g,16,중난이도 (16~31개),180.0
ITM-0573,크런키빼빼로 벌크,MFG-001,롯데웰푸드,과자,초콜릿/비스킷,140,g,140g,16,중난이도 (16~31개),180.0
ITM-0574,허니버터 프로마쥬블랑,MFG-002,해태제과,과자,스낵,60,g,60g,16,중난이도 (16~31개),483.8
ITM-0575,후렌차파이 사과,MFG-010,음료제조사,음료,과채음료/차,,-,-,12,저난이도 (16개 미만),342.9
ITM-0576,화이느 엔젤큐러슈,MFG-003,기타제조사,기타,기타,,-,-,36,고난이도 (32개 이상),342.9
ITM-0577,연얀갱,MFG-003,기타제조사,기타,기타,,-,-,80,고난이도 (32개 이상),336.8
ITM-0578,초코 빼빼로 벌크,MFG-001,롯데웰푸드,과자,초콜릿/비스킷,180,g,180g,9,저난이도 (16개 미만),518.6
ITM-0579,꼬불꼬불한 매콤한 라뽁이,MFG-003,기타제조사,기타,기타,,-,-,20,중난이도 (16~31개),411.8
ITM-0580,라멘 뽀식이,MFG-003,기타제조사,기타,기타,,-,-,20,중난이도 (16~31개),400.0
ITM-0581,꼬깔콘 콘옥수수(대),MFG-001,롯데웰푸드,과자,비스킷/쿠키,,-,-,12,저난이도 (16개 미만),413.8
ITM-0582,꼬칼콘 소소한맛(대),MFG-003,기타제조사,기타,기타,,-,-,12,저난이도 (16개 미만),411.4
ITM-0583,초코파이 흑당밀크,MFG-005,오리온,과자,비스킷/케이크,336,g,336g,8,저난이도 (16개 미만),450.0
ITM-0584,자일리톨 알파 후레쉬,MFG-001,롯데웰푸드,과자,껌,86,g,86g,24,중난이도 (16~31개),400.0
ITM-0585,가나 마일드,MFG-001,롯데웰푸드,과자,초콜릿,70,g,70g,40,고난이도 (32개 이상),387.1
ITM-0586,찰떡파이 초코,MFG-001,롯데웰푸드,과자,비스킷/케이크,210,g,210g,12,저난이도 (16개 미만),453.3
ITM-0587,롯,MFG-003,기타제조사,기타,기타,,-,-,30,중난이도 (16~31개),400.0
ITM-0588,딸기 카드타드,MFG-003,기타제조사,기타,기타,,-,-,8,저난이도 (16개 미만),400.0
ITM-0589,크런키 빼빼로,MFG-001,롯데웰푸드,과자,초콜릿/비스킷,39,g,39g,40,고난이도 (32개 이상),692.2
ITM-0590,구운감자 케이스,MFG-002,해태제과,과자,스낵,108,g,108g,16,중난이도 (16~31개),180.0
ITM-0591,오예스 미니 크림소다맛,MFG-002,해태제과,과자,스낵,,-,-,16,중난이도 (16~31개),180.0
ITM-0592,오예스미니 크림소다맛,MFG-002,해태제과,과자,스낵,,-,-,16,중난이도 (16~31개),180.0
ITM-0593,홈런볼 옥수수콘 크림맛,MFG-002,해태제과,과자,스낵,,-,-,3,저난이도 (16개 미만),714.3
ITM-0594,캐나다용 초코필드 빼빼로,MFG-001,롯데웰푸드,과자,초콜릿/비스킷,45,g,45g,40,고난이도 (32개 이상),712.3
ITM-0595,캐나다용 화이트 빼배로,MFG-003,기타제조사,기타,기타,,-,-,40,고난이도 (32개 이상),705.9
ITM-0596,캐나다용 아몬드 빼빼로,MFG-001,롯데웰푸드,과자,초콜릿/비스킷,32,g,32g,40,고난이도 (32개 이상),1029.5
ITM-0597,초코파이 6봉,MFG-005,오리온,과자,파이,,-,-,16,중난이도 (16~31개),277.2
ITM-0598,카스타드 12봉,MFG-001,롯데웰푸드,과자,비스킷/쿠키,,-,-,8,저난이도 (16개 미만),710.0
ITM-0599,구운나초 케이스,MFG-003,기타제조사,기타,기타,,-,-,16,중난이도 (16~31개),180.0
ITM-0600,후렌치파이 파인애플,MFG-002,해태제과,과자,비스킷/쿠키,,-,-,12,저난이도 (16개 미만),354.1
ITM-0601,홈런볼 옥수수콘 소프크콘맛,MFG-002,해태제과,과자,스낵,,-,-,21,중난이도 (16~31개),287.7
ITM-0602,카스타드6봉,MFG-001,롯데웰푸드,과자,비스킷/쿠키,,-,-,12,저난이도 (16개 미만),285.7
ITM-0603,구운 나초,MFG-003,기타제조사,기타,기타,,-,-,16,중난이도 (16~31개),379.0
ITM-0604,에이스 바스크치즈,MFG-002,해태제과,과자,비스킷/쿠키,364,g,364g,16,중난이도 (16~31개),180.0
ITM-0605,구운 감자,MFG-002,해태제과,과자,스낵,135,g,135g,17,중난이도 (16~31개),418.8
ITM-0606,빵빠레 바닐라,MFG-001,롯데웰푸드,과자,아이스크림,195,g,195g,15,저난이도 (16개 미만),459.9
ITM-0607,빵빠레 딸기,MFG-001,롯데웰푸드,냉동식품,아이스크림/빙과,,-,-,15,저난이도 (16개 미만),500.0
ITM-0608,빵빠레 초코,MFG-001,롯데웰푸드,과자,아이스크림,195,g,195g,15,저난이도 (16개 미만),515.6
ITM-0609,빵빠레 블루베리,MFG-001,롯데웰푸드,냉동식품,아이스크림/빙과,,-,-,15,저난이도 (16개 미만),500.0
ITM-0610,그릭 요거트바 딸기,MFG-003,기타제조사,기타,기타,,-,-,36,고난이도 (32개 이상),500.0
ITM-0611,그릭 요거트 블루베리,MFG-003,기타제조사,기타,기타,,-,-,36,고난이도 (32개 이상),500.0
ITM-0612,구구바,MFG-001,롯데웰푸드,냉동식품,아이스크림/빙과,,-,-,40,고난이도 (32개 이상),500.0
ITM-0613,구구크러스터,MFG-001,롯데웰푸드,냉동식품,아이스크림/빙과,,-,-,6,저난이도 (16개 미만),500.0
ITM-0614,돼지바 저당,MFG-001,롯데웰푸드,냉동식품,아이스크림/빙과,,-,-,40,고난이도 (32개 이상),504.2
ITM-0615,구구콘 초코,MFG-001,롯데웰푸드,냉동식품,아이스크림/빙과,,-,-,24,중난이도 (16~31개),500.0
ITM-0616,ZERO 말차크림 모나카,MFG-010,음료제조사,음료,과채음료/차,,-,-,24,중난이도 (16~31개),500.0
ITM-0617,제로 아이스 트리플 초콜릿바,MFG-003,기타제조사,기타,기타,,-,-,24,중난이도 (16~31개),500.0
ITM-0618,제로 아이스 쿠키&크림바,MFG-015,제과제조사,과자,비스킷/쿠키,,-,-,24,중난이도 (16~31개),500.0
ITM-0619,매일 요구르트 로어슈거,MFG-003,기타제조사,기타,기타,,-,-,24,중난이도 (16~31개),443.1
ITM-0620,롤링바,MFG-003,기타제조사,기타,기타,,-,-,28,중난이도 (16~31개),500.0
ITM-0621,서주아이스캔디 메론,MFG-015,제과제조사,과자,비스킷/쿠키,,-,-,40,고난이도 (32개 이상),502.5
ITM-0622,서주아이스캔디 바닐라,MFG-015,제과제조사,과자,비스킷/쿠키,,-,-,40,고난이도 (32개 이상),500.0
ITM-0623,서주아이스캔디 딸기,MFG-015,제과제조사,과자,비스킷/쿠키,,-,-,40,고난이도 (32개 이상),500.0
ITM-0624,초코바나나멜로바,MFG-003,기타제조사,기타,기타,,-,-,40,고난이도 (32개 이상),500.0
ITM-0625,쿠크쿠크,MFG-003,기타제조사,기타,기타,,-,-,40,고난이도 (32개 이상),500.0
ITM-0626,더블더블 슬러쉬,MFG-003,기타제조사,기타,기타,,-,-,35,고난이도 (32개 이상),500.0
ITM-0627,더블더블 딸기&사과,MFG-003,기타제조사,기타,기타,,-,-,35,고난이도 (32개 이상),495.3
ITM-0628,메론 케이크 샌드,MFG-003,기타제조사,기타,기타,,-,-,24,중난이도 (16~31개),486.5
ITM-0629,서주 우유콘,MFG-003,기타제조사,기타,기타,,-,-,24,중난이도 (16~31개),480.0
ITM-0630,헤이즐리,MFG-003,기타제조사,기타,기타,,-,-,24,중난이도 (16~31개),489.8
ITM-0631,4색 쿨믹스,MFG-003,기타제조사,기타,기타,,-,-,15,저난이도 (16개 미만),483.9
ITM-0632,서주 아이스쿨 복숭아,MFG-003,기타제조사,기타,기타,,-,-,15,저난이도 (16개 미만),483.9
ITM-0633,왕포도알 쭈쭈바,MFG-003,기타제조사,기타,기타,,-,-,35,고난이도 (32개 이상),487.5
ITM-0634,왕포도알 제로슈가,MFG-003,기타제조사,기타,기타,,-,-,35,고난이도 (32개 이상),486.1
ITM-0635,제주 담은 녹차빙수,MFG-010,음료제조사,음료,과채음료/차,,-,-,12,저난이도 (16개 미만),500.0
ITM-0636,서주 연유 팥빙수,MFG-003,기타제조사,기타,기타,,-,-,12,저난이도 (16개 미만),500.0
ITM-0637,신당동 떡볶이,MFG-002,해태제과,과자,스낵,110,g,110g,21,중난이도 (16~31개),403.9
ITM-0638,(냉동)가는면발 우동면,MFG-017,면류제조사,면류,생면/건면,,-,-,8,저난이도 (16개 미만),328.8
ITM-0639,메밀면,MFG-017,면류제조사,면류,생면/건면,,-,-,8,저난이도 (16개 미만),328.8
ITM-0640,소면,MFG-017,면류제조사,면류,생면/건면,,-,-,8,저난이도 (16개 미만),326.5
ITM-0641,평양냉면사리,MFG-017,면류제조사,면류,생면/건면,,-,-,6,저난이도 (16개 미만),333.3
ITM-0642,칡냉면,MFG-017,면류제조사,면류,생면/건면,,-,-,6,저난이도 (16개 미만),333.3
ITM-0643,녹차메밀소바,MFG-010,음료제조사,음료,과채음료/차,,-,-,8,저난이도 (16개 미만),328.8
ITM-0644,아이스톡아메리카노 블랙,MFG-007,자뎅,음료,커피음료,230,ml,230ml,16,중난이도 (16~31개),180.0
ITM-0645,아이스톡 아메리카노 블랙,MFG-007,자뎅,음료,커피음료,230,ml,230ml,50,고난이도 (32개 이상),462.2
ITM-0646,아이스톡 석류 에이드,MFG-007,자뎅,음료,과채/혼합음료,230,ml,230ml,50,고난이도 (32개 이상),484.4
ITM-0647,아이스톡 키위 에이드,MFG-007,자뎅,음료,과채/혼합음료,230,ml,230ml,50,고난이도 (32개 이상),495.6
ITM-0648,아이스톡 제로 복숭아 아이스티,MFG-007,자뎅,음료,차음료,230,ml,230ml,50,고난이도 (32개 이상),486.4
ITM-0649,아이스톡 복숭아 아이스티,MFG-007,자뎅,음료,차음료,230,ml,230ml,50,고난이도 (32개 이상),478.0
ITM-0650,월드콘 쿠앤크,MFG-001,롯데웰푸드,냉동식품,아이스크림/빙과,,-,-,16,중난이도 (16~31개),180.0
ITM-0651,월드콘 바닐라,MFG-001,롯데웰푸드,과자,아이스크림,160,g,160g,24,중난이도 (16~31개),504.5
ITM-0652,빠삐코 초코 튜브,MFG-001,롯데웰푸드,과자,아이스크림,130,g,130g,35,고난이도 (32개 이상),480.8
ITM-0653,죠스 아이스,MFG-001,롯데웰푸드,냉동식품,아이스크림/빙과,,-,-,20,중난이도 (16~31개),500.0
ITM-0654,설레임 밀크쉐이크,MFG-001,롯데웰푸드,과자,아이스크림,160,g,160g,24,중난이도 (16~31개),500.8
